Date,Product,Region,Radio Contribution,TV Contribution,Social Contribution,Search Contribution,Website Contribution,Store Contribution,Radio Spend,TV Spend,Social Spend,Search Spend,Website Spend,Store Spend,Total Sales,Total Investment,Impact
16-01-2022,Product A,Region 1,3703.518818,4218.733774,2321.548942,4080.063327,4627.73257,1113.196437,579.9154665,1022.962447,798.1737177,1840.491282,1678.500053,874.9244266,9270.835826,6794.967392,13269.82648
16-01-2022,Product A,Region 2,1440.983626,1201.020818,1055.840611,2924.517267,2377.398093,4666.105386,1389.562291,1595.045391,1608.890303,1883.291518,1517.87934,1678.275178,14038.43342,9672.944021,3992.92178
16-01-2022,Product A,Region 3,3684.873336,4070.800038,2001.072946,1859.338036,1737.387104,3798.163835,547.4976162,1753.190214,876.9495957,1372.053993,700.9900699,1217.250418,16136.78945,6467.931906,10683.70339
16-01-2022,Product B,Region 1,4065.169271,4162.392519,4949.822064,3900.925906,1860.776168,4223.687871,1905.384253,1303.701073,860.7090794,1486.161413,575.6205609,1215.487124,14407.43046,7347.063503,15815.7103
16-01-2022,Product B,Region 2,2430.801075,1885.374245,3453.079522,2732.340597,4472.543549,2285.854787,1119.711639,853.6078204,1914.035562,1680.71898,1634.178258,1292.077791,11684.38736,8494.330051,8765.663724
16-01-2022,Product B,Region 3,4925.204278,4520.07948,1196.508058,1018.365808,3353.691197,4140.140397,1716.952147,1567.257863,921.152057,1331.576686,1493.959286,618.668779,6394.016414,7649.566818,11504.4224
16-01-2022,Product C,Region 1,2000.020163,2066.904001,1621.680288,4307.215624,4655.083327,2474.009614,1703.927065,1454.371215,1855.250702,1092.870819,878.1951172,676.4778758,9735.205979,7661.092794,9463.820223
16-01-2022,Product C,Region 2,1146.549778,1261.725949,3517.578656,2497.02065,1496.436845,1546.345268,641.3519828,975.4308367,1908.413758,1196.820543,891.3428577,1701.705472,14090.9512,7315.06545,4150.591697
16-01-2022,Product C,Region 3,4374.459311,4703.114838,2948.328888,3545.157145,4304.143664,4153.439902,571.3282358,1613.980987,1921.509745,1637.260454,1413.886174,1057.857353,13894.06354,8215.822949,15812.8208
23-01-2022,Product A,Region 1,2883.882931,1711.570147,2960.258326,1416.703857,4704.099115,4495.69702,760.2753345,1798.329561,505.3235384,1893.906668,664.828397,1348.736969,11947.36509,6971.400467,11200.81093
23-01-2022,Product A,Region 2,1814.88907,4407.258417,4251.07996,2525.192655,2785.394562,3396.902796,1136.264085,1566.308549,1172.276501,531.339827,657.7936598,1871.00359,8503.019054,6934.986212,12245.73125
23-01-2022,Product A,Region 3,1169.712272,1368.130532,3465.647836,1107.872096,2695.268363,3046.496941,1541.604073,534.1324231,1384.174096,647.9200843,1052.451825,926.9429386,8858.07282,6087.22544,6765.902601
23-01-2022,Product B,Region 1,1142.896383,3657.788317,3909.346312,4847.652057,4219.275887,1545.979647,1688.112841,1084.460703,1589.036537,1110.48018,907.4846234,1600.113207,15837.95946,7979.688092,11343.25051
23-01-2022,Product B,Region 2,1725.789463,4436.030136,2141.818205,3077.014426,4285.568094,3514.83222,898.1531961,916.1953774,869.6731209,1612.941581,741.0117218,1366.207925,13645.76919,6404.182922,12776.86962
23-01-2022,Product B,Region 3,4799.2919,3502.198233,4549.438489,1997.474712,1122.521044,1858.382776,1901.002453,589.3684326,1286.304132,704.9849712,1867.029296,1678.86876,5615.996604,8027.558046,9801.749108
23-01-2022,Product C,Region 1,2169.955766,1898.924409,2891.953843,1706.663122,2072.573548,4605.405764,1649.340549,1094.296954,1086.970172,759.6794079,1617.094721,711.4066809,16804.26543,6918.788486,8426.687966
23-01-2022,Product C,Region 2,4376.790204,4550.784142,2451.378695,1875.192807,2060.235373,1060.576069,1303.426744,1305.233326,1340.33834,1040.58339,596.8159741,662.9904534,19433.94653,6249.388228,10125.56906
23-01-2022,Product C,Region 3,4949.599201,2786.534442,3331.812597,1491.820051,4041.001848,2646.042437,1367.709115,1005.443956,1066.494277,1212.206178,1265.585843,1649.403861,5042.37727,7566.84323,11679.96735
30-01-2022,Product A,Region 1,4058.63073,3043.762195,4465.678097,4193.492956,2039.133604,1670.923705,778.1982389,677.9915086,1982.832635,1405.865028,1448.007622,1720.35408,12796.76482,8013.249112,11458.37217
30-01-2022,Product A,Region 2,3782.812223,2688.072547,2194.976593,4550.452237,4750.272438,2483.898477,1581.274001,1998.182314,1425.464618,1583.775437,826.0453588,1464.961542,5264.415893,8879.703272,11570.78124
30-01-2022,Product A,Region 3,1337.38284,1543.049892,3492.76282,4024.963411,3900.242037,2152.051322,1032.725755,936.2901289,615.2889038,756.245335,1064.35767,1490.751801,18524.11438,5895.659594,10554.79273
30-01-2022,Product B,Region 1,1450.293724,2768.503465,3962.5564,3046.590571,1061.319447,3403.454116,1813.572738,811.8174034,1663.990382,965.3203221,1178.431756,723.0626103,10464.68826,7156.195212,8536.52251
30-01-2022,Product B,Region 2,4657.395976,2681.618535,2261.180472,1457.075322,3529.401206,4542.048746,1876.821174,1535.880232,1011.437858,540.8507361,509.5673872,651.8708678,11938.64759,6126.428255,13002.292
30-01-2022,Product B,Region 3,3365.971466,1781.846213,3713.162371,3608.994532,2122.436253,3942.212927,770.655948,513.9689064,1282.784373,1616.902754,1260.28779,1042.705153,15253.65702,6487.304924,12047.31884
30-01-2022,Product C,Region 1,2372.726634,2060.896997,1015.88534,3580.792563,4769.270814,1855.801907,1308.381255,1141.027122,1696.031014,917.4358471,854.0447147,1816.499576,9413.398687,7733.419529,7921.954726
30-01-2022,Product C,Region 2,1648.139359,4560.863646,3670.207958,2149.940738,4900.383515,4174.744535,1138.342389,1496.21109,1947.603713,1197.273794,1629.857584,1655.38628,8793.243361,9064.674849,12039.6049
30-01-2022,Product C,Region 3,3827.760923,2791.709829,3508.704416,1106.832572,2314.579351,2739.263964,1967.651427,1636.860536,1513.674297,1965.822944,633.3023425,1726.261868,12066.41784,9443.573415,6845.277641
06-02-2022,Product A,Region 1,2306.931499,4424.337821,4229.333738,2390.05497,1706.358578,2785.619142,1453.013605,1580.952076,816.9154568,562.4102463,1977.487272,1393.850782,14607.30337,7784.629439,10058.00631
06-02-2022,Product A,Region 2,1648.487403,2788.23948,2802.45736,3232.230079,2191.503155,4226.904719,561.7266282,1633.295986,1873.712651,1141.298223,1436.686244,1466.624991,9207.345509,8113.344725,8776.477472
06-02-2022,Product A,Region 3,3083.238385,4294.430608,2128.876412,1001.427272,3029.121594,4317.816009,1181.169384,1835.619531,1879.065983,617.8876538,1928.096768,665.7232241,8327.405414,8107.562543,9747.347736
06-02-2022,Product B,Region 1,3796.175928,4578.045583,3840.978989,2458.290171,1105.975517,1939.413377,692.4513039,656.1858239,1357.898911,1294.560232,1992.817571,1823.982399,10364.97114,7817.896241,9900.983325
06-02-2022,Product B,Region 2,3528.027323,2572.553535,1505.110208,4362.586043,3644.531092,1035.033748,692.0022048,1940.437644,729.6741238,1894.355587,887.3656728,935.2001614,17170.48137,7079.035393,9568.806557
06-02-2022,Product B,Region 3,3365.36491,4168.209978,4567.791805,1461.570641,3435.53677,4939.171335,1767.551885,913.8697411,1769.93522,1534.015705,564.6678335,828.6608523,15892.94746,7378.701236,14558.9442
06-02-2022,Product C,Region 1,1570.567449,4047.305524,4187.189087,4769.208245,3045.182027,4579.082956,1072.113545,1223.420329,1095.011705,730.9483256,997.7423055,1778.142039,19011.74287,6897.378248,15301.15704
06-02-2022,Product C,Region 2,2696.341693,4711.216012,4368.862896,1157.727483,4190.50567,4152.934728,1494.698663,1267.660453,1817.923523,1420.112291,1620.926606,661.0602102,7472.942182,8282.381745,12995.20674
06-02-2022,Product C,Region 3,4598.103233,2004.523963,1021.28955,1997.500579,1258.972293,1850.84392,978.0365154,738.5895898,1000.817624,1563.859874,1496.006335,1103.237477,17417.78037,6880.547415,5850.686123
13-02-2022,Product A,Region 1,1715.536666,4346.849013,2747.675306,4761.082536,2384.166579,4334.647577,669.1828069,1795.413682,1597.962054,1545.766847,870.6537737,586.112151,14101.98095,7065.091315,13224.86636
13-02-2022,Product A,Region 2,3160.284254,3641.271955,3129.639618,4688.845345,1228.001161,1029.34292,1288.027946,1206.813466,868.9131004,961.9022519,757.1954924,513.7916758,14243.88205,5596.643932,11280.74132
13-02-2022,Product A,Region 3,3991.735327,3052.730234,3104.70252,2917.749938,1412.665386,1605.983019,1703.360125,1173.052438,971.0791153,1390.16855,1652.253683,1597.106675,12467.5905,8487.020586,7598.545837
13-02-2022,Product B,Region 1,1216.551239,1832.997524,3202.974798,2736.698449,2752.502723,4672.998294,713.333555,973.5892491,720.5424251,1735.23008,1249.343895,595.9063328,16398.96855,5987.945536,10426.77749
13-02-2022,Product B,Region 2,3105.891651,3388.017618,1396.047568,3256.538045,4139.892969,3688.179017,1881.459451,597.1229362,1795.852074,1314.441641,803.7554777,1572.046978,15767.51263,7964.678556,11009.88831
13-02-2022,Product B,Region 3,3293.331777,1168.387852,2467.607015,3020.958504,3476.37719,3013.64263,1569.342403,1630.265057,1088.821008,768.4910466,737.9309406,1823.348207,14149.00805,7618.198663,8822.106305
13-02-2022,Product C,Region 1,2153.494051,2228.350445,1558.366096,2549.266896,1827.646082,4313.7877,646.6044899,1968.776098,1128.985099,762.4570229,1809.979865,1381.204943,15785.30008,7698.007518,6932.903752
13-02-2022,Product C,Region 2,3612.575586,2468.260369,4895.928013,2402.967169,2441.717422,3701.963879,1243.708865,1070.631432,785.6988448,593.691666,536.5629238,1498.093234,6143.530704,5728.386965,13795.02547
13-02-2022,Product C,Region 3,2164.709078,2562.755226,3226.064013,3210.70732,3554.112085,2547.434847,1022.874392,540.1125483,1907.726762,1196.596351,1798.870921,1554.36931,12841.44993,8020.550284,9245.232285
20-02-2022,Product A,Region 1,3855.893409,1972.047629,2359.23338,1060.493846,4037.079045,3991.22793,1829.245093,917.3183466,862.7656373,885.0708399,1999.420246,561.996904,12232.29875,7055.817067,10220.15817
20-02-2022,Product A,Region 2,4041.637935,4722.306603,3311.647707,4171.382993,2990.357299,1111.560745,1749.866087,1782.559472,1112.975636,1933.623312,1938.813961,1484.519135,14920.35246,10002.3576,10346.53568
20-02-2022,Product A,Region 3,1167.086576,4773.558323,3103.171198,3883.033739,2744.357323,3817.09631,1086.376973,665.3157063,946.6319827,1823.689889,515.7033873,701.7576916,19123.49515,5739.47563,13748.82784
20-02-2022,Product B,Region 1,3929.803767,4193.961424,4322.539101,4681.840142,4260.551121,3673.118843,1575.338704,1751.202916,1468.479269,1059.852091,696.8486277,1611.193628,14331.05906,8162.915236,16898.89916
20-02-2022,Product B,Region 2,4119.825252,2643.574055,4380.665266,3141.059409,1182.96157,3297.9292,559.8350294,1516.120032,596.0033707,1709.8291,1991.246405,1760.900439,17369.88495,8133.934376,10632.08037
20-02-2022,Product B,Region 3,1872.403824,1283.179833,3921.668598,1367.206403,1290.840403,3658.935084,1012.073648,849.827461,1380.443722,614.7408755,1404.743097,655.5218924,6418.763317,5917.350696,7476.883449
20-02-2022,Product C,Region 1,1139.302035,2655.010173,1287.443518,4056.151589,2320.039832,1617.252019,1602.104032,893.2351685,937.347825,514.6942458,1220.413067,965.362002,17751.58589,6133.15634,6942.042826
20-02-2022,Product C,Region 2,2985.9966,4883.855718,1629.22711,4436.775191,4852.243417,1058.367323,749.032225,584.3953898,623.5353857,1170.869346,1405.722087,1944.274567,13460.05637,6477.829001,13368.63636
20-02-2022,Product C,Region 3,3548.522164,3141.274059,1637.198261,1089.509534,4605.681003,4066.435465,1971.298582,1685.382093,745.9887309,663.977535,527.1710569,566.2633897,18160.1912,6160.081387,11928.5391
27-02-2022,Product A,Region 1,3983.248989,1353.552183,1030.877935,4832.103726,4313.821553,3654.787181,801.8189933,982.5641238,1544.225575,1824.34573,1080.718524,760.398522,11933.96068,6994.071468,12174.3201
27-02-2022,Product A,Region 2,2254.528651,4188.034125,2818.474206,2261.338526,1512.761582,4548.197571,553.4063356,795.8655526,1001.71758,624.1059671,553.8973474,1025.692953,12662.2893,4554.685736,13028.64893
27-02-2022,Product A,Region 3,3844.012103,1473.202893,2957.861252,4336.358439,2450.445166,4634.568747,1344.558541,1666.560066,898.2798503,505.2560043,1910.403489,521.7338939,14872.36126,6846.791844,12849.65676
27-02-2022,Product B,Region 1,1665.041622,3007.647128,2232.639662,4526.523257,4739.259576,2301.083757,1770.813466,997.7940448,1435.187245,1116.509176,625.1539192,1566.704283,11653.11404,7512.162134,10960.03287
27-02-2022,Product B,Region 2,3713.626455,1661.876938,4064.980682,2303.504626,3957.805011,3429.286107,1264.86397,1886.81489,1635.369766,1604.695435,950.2586007,1787.227936,9286.015023,9129.230598,10001.84922
27-02-2022,Product B,Region 3,1382.982256,4733.73377,3889.641004,2607.968284,3651.813682,3137.216564,1984.275737,707.7888098,652.0292132,998.9481812,1391.699107,1167.859277,16756.93623,6902.600325,12500.75523
27-02-2022,Product C,Region 1,2513.451445,1101.319702,4544.238782,1743.959378,3692.64674,3826.082146,939.2861096,990.0777141,511.4616128,1048.709931,1322.875935,1943.810918,11164.4513,6756.22222,10665.47597
27-02-2022,Product C,Region 2,1619.662738,1567.779923,4608.496157,3536.130658,4074.122462,1015.865346,645.0462898,841.6446502,1410.403563,1172.695643,1288.222334,1663.363232,19771.99255,7021.375713,9400.681571
27-02-2022,Product C,Region 3,3125.126454,1347.428925,2585.233365,4101.081177,4331.417617,3255.599107,1123.037836,1357.651468,1953.625916,1004.281125,1238.705497,1837.31426,10754.77543,8514.616101,10231.27054
06-03-2022,Product A,Region 1,2472.921937,4218.733248,3098.77354,1129.162151,2229.101135,3760.474313,1326.599247,1183.070462,1421.109043,709.6235532,880.3257269,1709.339617,15036.61267,7230.067651,9679.098674
06-03-2022,Product A,Region 2,1834.464717,2409.856386,2083.715129,2647.7248,2342.542191,3383.429409,673.3232356,1675.187501,1681.486518,892.3748536,1489.357776,657.8936934,12975.5996,7069.623577,7632.109054
06-03-2022,Product A,Region 3,1968.652658,4235.546856,4819.346127,4228.507006,4807.718362,3121.412747,1298.827365,1743.099082,739.027211,1494.408706,605.2568063,1438.258223,13608.72359,7318.877394,15862.30636
06-03-2022,Product B,Region 1,1933.10496,2864.303767,2574.81924,1033.339327,1573.537792,1657.709299,1011.43138,1606.392168,1665.090355,1987.486578,817.2215853,996.8897657,15065.62846,8084.511833,3552.302553
06-03-2022,Product B,Region 2,1312.191957,1906.067499,1806.241041,2438.783411,1314.505333,3108.823037,1726.024752,1124.095122,712.9346274,894.5658806,1072.787658,648.9732067,10955.41631,6179.381247,5707.231032
06-03-2022,Product B,Region 3,3542.050489,1589.157904,1230.689254,2737.786786,4378.591673,4526.834325,1337.565342,779.8824611,675.8585252,515.1689338,1485.8921,1941.041043,19726.61503,6735.408405,11269.70203
06-03-2022,Product C,Region 1,3772.97107,2604.973176,4051.877172,3582.758394,2604.702715,3028.233549,1477.416031,1067.366724,1490.824464,619.8557336,1456.254613,1252.258645,5558.106078,7363.976211,12281.53986
06-03-2022,Product C,Region 2,3026.170811,4727.510213,1324.028069,3306.21661,1713.826156,3007.364663,1888.975231,1436.909885,512.383675,1832.074813,985.2042301,1031.258482,13664.1306,7686.806316,9418.310206
06-03-2022,Product C,Region 3,1374.411183,4901.453356,2533.134241,1941.339387,4617.50229,1744.670673,655.3578097,1194.956319,1200.466486,1100.856151,786.5330565,1502.277382,9883.267007,6440.447204,10672.06393
13-03-2022,Product A,Region 1,4937.238216,1956.13491,2212.290124,1690.780088,4771.644016,1530.734926,1384.61263,1752.238135,1832.228498,500.3932166,1897.231538,1900.176995,19747.54595,9266.881012,7831.941268
13-03-2022,Product A,Region 2,2891.249844,2683.843064,3533.198702,2899.062513,2418.667421,4474.72155,1967.4799,1184.137624,1927.826071,824.4573695,1651.779871,573.2355932,18619.54202,8128.916429,10771.82667
13-03-2022,Product A,Region 3,1390.808673,4761.073932,2854.344485,1693.6453,3732.653491,1007.497355,1060.561716,1178.812244,1740.190689,928.4915113,1842.54297,521.6966185,8465.225863,7272.295749,8167.727486
13-03-2022,Product B,Region 1,3982.843592,2919.124854,3321.900197,2315.723567,4244.648652,1911.876806,556.8404108,1292.669615,1055.462431,1079.167353,1775.092853,1898.024386,7013.098156,7657.25705,11038.86062
13-03-2022,Product B,Region 2,4918.888222,1909.271415,4490.19182,3615.418044,3228.098353,2049.092256,637.9501015,1648.829657,719.3669838,725.7555963,1424.463762,852.3046018,19279.04119,6008.670703,14202.28941
13-03-2022,Product B,Region 3,2697.6544,4830.683067,4227.650259,2151.062048,2535.721035,2916.129328,1693.833451,1650.458108,1876.137502,1100.195204,934.2878876,768.2433668,9125.778252,8023.155518,11335.74462
13-03-2022,Product C,Region 1,1023.577906,1168.453522,4495.7594,1427.195487,2950.568126,4279.309085,859.6386288,1030.652062,1464.214887,872.1501566,740.9140908,686.8988548,9211.283983,5654.46868,9690.394847
13-03-2022,Product C,Region 2,2709.440911,1469.099479,4617.003819,3141.697406,4819.988736,2395.501058,1532.802973,590.9317859,674.380319,523.3064169,1390.481033,683.9419595,17759.21855,5395.844488,13756.88692
13-03-2022,Product C,Region 3,3695.668344,1679.324975,2155.078623,2275.674079,3632.304737,4578.924436,1256.966221,1946.690349,961.483269,1506.159999,1041.101293,1557.25105,11656.51051,8269.652181,9747.323013
20-03-2022,Product A,Region 1,4289.01436,3463.724365,2121.651408,2465.518829,2931.191049,3441.788247,1314.800922,516.3944682,927.0801064,1236.46197,1757.221065,1584.486247,19009.69627,7336.444779,11376.44348
20-03-2022,Product A,Region 2,2730.07405,4121.568685,1020.736741,4806.643422,2805.984593,4040.147362,1030.457163,983.1269465,1132.52059,1251.649349,839.5541386,1389.627331,15748.46505,6626.935518,12898.21934
20-03-2022,Product A,Region 3,4100.40564,3401.692633,2722.341483,4727.399893,3114.098629,3953.833873,915.8386539,1728.615364,1932.025448,1867.3152,1018.111273,741.9736435,13328.04705,8203.879582,13815.89257
20-03-2022,Product B,Region 1,2376.328341,4417.020216,2127.839395,1535.837916,2615.101782,3931.953245,714.9977922,1068.114149,521.7430419,1097.43782,1342.339747,1998.08155,7122.81951,6742.7141,10261.36679
20-03-2022,Product B,Region 2,3577.512022,2546.534706,4078.493397,4360.937426,2638.190908,4353.05839,1953.115353,1159.706216,507.7459793,823.8853151,1572.845608,849.1061904,19238.99764,6866.404662,14688.32219
20-03-2022,Product B,Region 3,2280.538377,1401.56232,2781.083654,2604.793738,1693.39752,2958.54391,1262.797835,599.3922351,1942.403642,1461.267481,1797.498867,836.572858,7673.524805,7899.932919,5819.9866
20-03-2022,Product C,Region 1,1012.673841,4360.635954,4127.171906,3816.932635,2153.685742,3023.36853,1556.220961,829.4769391,1975.764809,1595.596988,1097.200163,964.2856625,8833.36091,8018.545524,10475.92308
20-03-2022,Product C,Region 2,1611.751287,1553.236064,1205.253695,3483.350179,3566.124748,3218.043083,1364.152736,1448.876807,1742.078613,1902.109845,827.4388868,1130.573773,16586.62471,8415.230662,6222.528394
20-03-2022,Product C,Region 3,1114.810798,1731.585541,1640.316865,3654.407343,3345.436256,2768.921116,1295.640725,1696.980094,1686.473429,850.9465879,972.2919467,1473.626041,19356.0934,7975.958824,6279.519097
27-03-2022,Product A,Region 1,4141.434767,1837.733049,1194.330449,3332.162956,1761.223533,2717.748646,666.1603601,646.9220554,1020.753396,988.1727986,1830.43538,1447.150846,14008.61074,6599.594836,8385.038565
27-03-2022,Product A,Region 2,4421.104995,3439.002548,3360.9494,4012.720162,4977.123959,2390.750021,742.6662918,1221.156953,1640.350508,1429.808042,727.9312396,1586.728776,9362.981213,7348.64181,15253.00927
27-03-2022,Product A,Region 3,1101.540407,1057.592416,3789.486078,4857.715135,3698.404587,4064.947033,1833.787105,1148.467985,1578.096216,694.7174507,1322.855505,788.0364546,17524.16207,7365.960717,11203.72494
27-03-2022,Product B,Region 1,3679.374813,4250.28066,3927.933651,3618.624761,3798.573157,4719.767032,1906.583542,1016.855756,1583.534236,540.5377389,574.5827354,1698.174156,18339.23957,7320.268163,16674.28591
27-03-2022,Product B,Region 2,3867.769125,3381.014698,1736.264636,1830.229744,1585.260062,4085.896434,1257.249127,1779.190568,956.9032905,1103.420498,1348.07985,1145.565243,17422.79882,7590.408577,8896.026121
27-03-2022,Product B,Region 3,1048.075226,2109.815738,4877.470891,1038.371165,3052.296859,3910.59297,609.5476329,1411.159936,1501.17438,740.0731628,604.663794,1219.743731,12289.64774,6086.362636,9950.260213
27-03-2022,Product C,Region 1,2888.121579,1826.955876,4754.759056,2166.457361,3653.781973,1549.263862,1870.769128,569.454219,1298.251516,987.1418691,874.0351996,946.9764811,6983.674732,6546.628413,10292.71129
27-03-2022,Product C,Region 2,2589.683223,1328.239722,4662.166728,2548.717672,1477.43094,4496.649265,1233.694442,799.3500222,1486.785676,1136.012818,1817.838799,861.1958332,16731.6469,7334.87759,9768.009961
27-03-2022,Product C,Region 3,4787.289224,4255.782701,3484.757617,3093.74388,1772.822182,1582.036181,1544.029356,951.9756659,740.6779883,1632.963757,1000.940433,1187.561716,9824.080627,7058.148916,11918.28287
03-04-2022,Product A,Region 1,1379.296266,3246.107948,2073.013753,4844.478285,1140.786501,4775.270705,1341.842275,1119.631956,507.9483473,1651.802435,532.3384207,506.0198727,9226.089315,5659.583306,11799.37015
03-04-2022,Product A,Region 2,2695.641333,3769.647413,2940.202266,4498.714988,3252.104363,2613.220701,1476.598495,1585.953567,1201.642704,973.1567972,1881.85934,1079.028739,11159.91919,8198.239642,11571.29142
03-04-2022,Product A,Region 3,4465.036921,3759.007425,3632.524441,4752.083414,3279.614612,2587.754443,1941.005719,1715.647742,1676.296095,1234.433453,500.5436722,1629.517867,11216.88147,8697.444548,13778.57671
03-04-2022,Product B,Region 1,2480.078862,4193.929307,1109.845471,4997.152424,3857.753204,3418.041166,1342.618918,1626.927898,1711.481781,952.0270895,1046.862748,1484.640228,16807.77907,8164.558663,11892.24177
03-04-2022,Product B,Region 2,1263.905274,2188.968151,4724.092368,3533.124763,1738.220257,3410.846642,523.5569364,696.4561988,1339.385779,945.3197962,1607.206747,1962.144734,19636.66269,7074.07019,9785.087264
03-04-2022,Product B,Region 3,3780.008485,1862.291658,2132.285986,4058.727817,1004.765564,3808.49954,1957.611119,1843.982757,1958.640268,1184.370069,1613.415343,832.6681073,14830.01867,9390.687664,7255.891387
03-04-2022,Product C,Region 1,3082.180413,2183.342733,4189.06682,1236.59306,1221.861877,3800.999296,1963.284352,1172.140381,578.1279848,773.7949603,1300.702873,1287.336371,15132.2787,7075.386922,8638.657278
03-04-2022,Product C,Region 2,1531.170292,1565.712052,2976.393199,3846.57401,3943.154473,2421.101967,1043.257693,1499.580106,1027.313248,1186.647296,1700.646253,1749.61869,18819.0663,8207.063286,8077.042708
03-04-2022,Product C,Region 3,4508.032876,1411.974686,3380.419983,2571.881136,4528.999665,1630.172609,940.085261,1242.525895,928.0194171,1552.308034,1780.08364,780.93283,5872.625358,7223.955078,10807.52588
10-04-2022,Product A,Region 1,2003.660771,1927.665066,1867.456974,4735.57274,2826.99687,2039.652718,683.8872643,693.4254278,1298.594008,1717.082907,773.244257,1083.366038,6706.565542,6249.599902,9151.405237
10-04-2022,Product A,Region 2,1184.362087,2838.914909,2326.511868,1830.985673,1032.147573,1565.187541,1284.740683,603.476941,886.0131932,1507.592119,1279.192863,1028.06857,15502.95146,6589.084369,4189.025282
10-04-2022,Product A,Region 3,3647.753792,2529.034078,2341.380652,1294.944492,4183.879384,3594.304859,1223.571824,1565.433986,1904.621513,1417.557166,1669.031787,556.7817646,5945.162841,8336.99804,9254.299217
10-04-2022,Product B,Region 1,2100.202551,2426.706545,4190.443866,1116.811209,1276.612727,1224.093232,912.2974882,731.5151889,757.5544072,614.6846816,1867.434415,1307.637095,16334.51885,6191.123276,6143.746853
